customer_id,label,tenure_days,avg_monthly_fee,num_subscriptions,failed_payments,payment_failure_pct,avg_days_late,refunded_payments,total_payments,plan_type_code,plan_basic,plan_pro,plan_enterprise
27094,0,2343,78.65,1,0,0.0,0.0,0,1,2,0,1,0
24106,0,2343,60.65,1,0,0.0,1.0,0,1,1,1,0,0
24082,0,2343,64.15,1,0,0.0,0.0,0,1,2,0,1,0
22552,1,2343,84.4,1,0,0.0,8.0,0,1,1,1,0,0
27777,0,2343,19.4,1,0,0.0,0.0,0,1,2,0,1,0
22218,0,2343,87.65,1,0,0.0,1.0,0,1,1,1,0,0
25227,0,2343,89.4,1,0,0.0,2.0,0,1,1,1,0,0
23820,0,2343,116.75,1,0,0.0,1.0,0,1,3,0,0,1
27847,1,2343,74.1,1,0,0.0,3.0,0,1,1,1,0,0
21246,0,2343,89.85,1,0,0.0,2.0,0,1,1,1,0,0
22130,0,2343,70.3,1,0,0.0,0.0,1,1,1,1,0,0
21284,0,2343,86.1,1,0,0.0,2.0,0,1,3,0,0,1
23765,1,2343,84.8,1,1,100.0,5.0,0,1,1,1,0,0
26054,0,2343,49.75,1,0,0.0,0.0,0,1,1,1,0,0
21957,1,2343,95.6,1,1,100.0,13.0,0,1,1,1,0,0
22238,0,2343,24.25,1,0,0.0,0.0,0,1,3,0,0,1
25929,0,2343,74.9,1,0,0.0,2.0,0,1,1,1,0,0
22568,0,2343,49.0,1,1,100.0,3.0,0,1,1,1,0,0
27533,0,2343,59.8,1,0,0.0,0.0,0,1,3,0,0,1
25506,0,2343,114.3,1,0,0.0,0.0,0,1,2,0,1,0
27889,0,2343,19.4,1,1,100.0,2.0,0,1,1,1,0,0
25468,0,2343,99.65,1,0,0.0,2.0,0,1,1,1,0,0
27134,0,2343,93.2,1,0,0.0,0.0,0,1,3,0,0,1
22977,0,2343,18.8,1,0,0.0,0.0,0,1,2,0,1,0
26175,0,2343,104.6,1,0,0.0,3.0,0,1,1,1,0,0
23740,1,2343,105.55,1,1,100.0,9.0,0,1,1,1,0,0
25388,0,2343,99.4,1,0,0.0,0.0,0,1,1,1,0,0
24952,1,2343,74.2,1,1,100.0,10.0,0,1,1,1,0,0
22317,0,2343,61.05,1,0,0.0,0.0,0,1,2,0,1,0
22987,1,2343,57.15,1,0,0.0,0.0,0,1,1,1,0,0
24215,0,2343,20.15,1,0,0.0,0.0,0,1,2,0,1,0
25657,0,2343,73.75,1,0,0.0,0.0,0,1,1,1,0,0
26603,0,2343,81.0,1,0,0.0,1.0,0,1,1,1,0,0
22148,0,2343,24.4,1,0,0.0,0.0,0,1,2,0,1,0
22080,0,2343,20.5,1,0,0.0,0.0,0,1,3,0,0,1
24467,0,2343,20.3,1,0,0.0,0.0,0,1,3,0,0,1
24779,0,2343,90.15,1,0,0.0,0.0,0,1,2,0,1,0
25888,1,2343,60.1,1,1,100.0,11.0,0,1,1,1,0,0
25605,0,2343,53.35,1,0,0.0,0.0,0,1,3,0,0,1
23305,0,2343,20.25,1,0,0.0,2.0,0,1,2,0,1,0
23419,0,2343,85.3,1,0,0.0,0.0,0,1,1,1,0,0
27920,1,2343,20.2,1,0,0.0,15.0,0,1,1,1,0,0
27055,0,2343,20.65,1,0,0.0,4.0,0,1,3,0,0,1
21922,0,2343,76.9,1,0,0.0,1.0,0,1,2,0,1,0
26912,0,2343,89.2,1,0,0.0,0.0,0,1,1,1,0,0
26514,1,2343,84.75,1,0,0.0,3.0,0,1,1,1,0,0
22501,0,2343,20.25,1,0,0.0,1.0,0,1,3,0,0,1
25461,1,2343,78.25,1,0,0.0,5.0,0,1,1,1,0,0
23541,0,2343,80.45,1,0,0.0,0.0,0,1,1,1,0,0
23595,1,2343,77.15,1,0,0.0,15.0,0,1,1,1,0,0
23080,0,2343,104.6,1,0,0.0,1.0,0,1,3,0,0,1
26001,0,2343,64.4,1,0,0.0,1.0,0,1,2,0,1,0
24324,0,2343,19.1,1,0,0.0,0.0,0,1,3,0,0,1
21431,0,2343,64.9,1,0,0.0,0.0,0,1,2,0,1,0
27810,0,2343,37.7,1,0,0.0,0.0,0,1,3,0,0,1
25487,0,2343,18.8,1,0,0.0,0.0,0,1,1,1,0,0
24691,0,2343,43.9,1,0,0.0,0.0,0,1,1,1,0,0
24487,1,2343,50.85,1,0,0.0,21.0,0,1,1,1,0,0
25378,0,2343,106.35,1,0,0.0,1.0,0,1,3,0,0,1
24766,0,2343,24.55,1,0,0.0,1.0,0,1,3,0,0,1
27952,1,2343,99.85,1,0,0.0,22.0,0,1,1,1,0,0
26131,0,2343,49.5,1,0,0.0,1.0,0,1,1,1,0,0
27753,1,2343,62.05,1,0,0.0,9.0,0,1,1,1,0,0
25336,0,2343,78.6,1,0,0.0,2.0,0,1,3,0,0,1
23575,1,2343,99.95,1,1,100.0,11.0,0,1,1,1,0,0
25829,1,2343,80.55,1,0,0.0,6.0,0,1,3,0,0,1
23590,0,2343,20.45,1,0,0.0,1.0,0,1,1,1,0,0
22078,0,2343,91.35,1,0,0.0,3.0,0,1,1,1,0,0
26640,1,2343,46.0,1,1,100.0,8.0,0,1,1,1,0,0
26535,0,2343,95.65,1,0,0.0,0.0,0,1,2,0,1,0
22589,1,2343,20.55,1,0,0.0,14.0,1,1,1,1,0,0
26857,0,2343,21.3,1,0,0.0,0.0,0,1,3,0,0,1
24681,1,2343,96.2,1,1,100.0,7.0,0,1,1,1,0,0
24041,0,2343,25.4,1,0,0.0,2.0,0,1,3,0,0,1
23511,0,2343,103.75,1,0,0.0,0.0,0,1,1,1,0,0
27941,1,2343,29.7,1,1,100.0,11.0,0,1,1,1,0,0
22328,0,2343,19.45,1,0,0.0,2.0,0,1,1,1,0,0
24729,0,2343,46.3,1,0,0.0,2.0,0,1,1,1,0,0
26791,0,2343,77.55,1,0,0.0,0.0,0,1,2,0,1,0
21275,0,2343,23.95,1,0,0.0,0.0,0,1,3,0,0,1
27470,1,2343,49.9,1,0,0.0,6.0,0,1,1,1,0,0
25491,0,2343,89.45,1,0,0.0,1.0,0,1,1,1,0,0
26836,0,2343,19.65,1,0,0.0,0.0,0,1,1,1,0,0
23171,0,2343,90.55,1,0,0.0,3.0,0,1,3,0,0,1
27051,0,2343,78.8,1,0,0.0,1.0,0,1,1,1,0,0
24725,0,2343,40.75,1,0,0.0,1.0,0,1,1,1,0,0
22584,0,2343,94.5,1,0,0.0,2.0,0,1,1,1,0,0
22760,0,2343,70.95,1,0,0.0,1.0,0,1,3,0,0,1
24916,1,2343,89.8,1,0,0.0,7.0,0,1,1,1,0,0
22051,0,2343,24.15,1,0,0.0,0.0,0,1,2,0,1,0
24253,0,2343,19.5,1,0,0.0,2.0,0,1,2,0,1,0
25440,0,2343,50.6,1,0,0.0,2.0,0,1,1,1,0,0
25848,0,2343,110.7,1,0,0.0,2.0,0,1,2,0,1,0
24113,0,2343,20.85,1,0,0.0,0.0,0,1,2,0,1,0
21145,0,2343,105.5,1,0,0.0,0.0,0,1,1,1,0,0
22350,0,2343,70.45,1,0,0.0,0.0,0,1,1,1,0,0
21714,0,2343,19.0,1,0,0.0,0.0,0,1,1,1,0,0
23453,0,2343,20.45,1,0,0.0,0.0,0,1,3,0,0,1
23007,0,2343,95.2,1,0,0.0,0.0,0,1,2,0,1,0
25389,1,2343,109.55,1,1,100.0,15.0,0,1,2,0,1,0
24622,0,2343,70.95,1,0,0.0,1.0,0,1,2,0,1,0
24338,0,2343,19.65,1,0,0.0,3.0,0,1,1,1,0,0
23206,0,2343,101.05,1,0,0.0,2.0,0,1,1,1,0,0
22677,0,2343,19.85,1,0,0.0,0.0,0,1,3,0,0,1
22461,0,2343,56.25,1,0,0.0,0.0,0,1,2,0,1,0
25974,0,2343,20.2,1,0,0.0,2.0,0,1,3,0,0,1
23117,0,2343,93.3,1,0,0.0,1.0,0,1,3,0,0,1
21561,1,2343,19.4,1,0,0.0,11.0,0,1,1,1,0,0
25445,1,2343,101.25,1,0,0.0,11.0,0,1,1,1,0,0
24390,0,2343,70.55,1,0,0.0,3.0,0,1,1,1,0,0
27090,0,2343,19.8,1,0,0.0,2.0,0,1,3,0,0,1
25740,0,2343,55.1,1,0,0.0,0.0,0,1,2,0,1,0
23020,0,2343,31.1,1,0,0.0,5.0,0,1,1,1,0,0
24145,0,2343,89.2,1,0,0.0,6.0,0,1,1,1,0,0
22654,0,2343,43.55,1,0,0.0,0.0,0,1,1,1,0,0
22325,0,2343,50.45,1,0,0.0,1.0,0,1,1,1,0,0
23901,1,2343,92.55,1,0,0.0,0.0,0,1,1,1,0,0
21322,1,2343,91.0,1,0,0.0,11.0,1,1,1,1,0,0
22511,0,2343,98.45,1,1,100.0,0.0,0,1,2,0,1,0
26177,0,2343,45.15,1,0,0.0,4.0,0,1,1,1,0,0
25718,0,2343,85.9,1,0,0.0,0.0,0,1,1,1,0,0
23380,0,2343,70.5,1,0,0.0,0.0,0,1,1,1,0,0
26186,0,2343,25.1,1,0,0.0,0.0,0,1,3,0,0,1
23427,0,2343,45.2,1,0,0.0,1.0,0,1,1,1,0,0
26154,1,2343,70.3,1,0,0.0,7.0,1,1,1,1,0,0
24672,0,2343,40.65,1,0,0.0,5.0,0,1,1,1,0,0
22355,1,2343,45.85,1,0,0.0,11.0,0,1,1,1,0,0
23519,0,2343,55.45,1,0,0.0,1.0,0,1,1,1,0,0
24748,1,2343,48.35,1,0,0.0,16.0,0,1,1,1,0,0
28043,0,2343,85.5,1,0,0.0,1.0,0,1,1,1,0,0
24499,0,2343,94.15,1,0,0.0,1.0,0,1,2,0,1,0
25443,0,2343,82.1,1,0,0.0,0.0,0,1,3,0,0,1
21297,1,2343,70.9,1,0,0.0,2.0,0,1,1,1,0,0
24148,0,2343,61.5,1,0,0.0,3.0,0,1,2,0,1,0
24354,0,2343,29.8,1,0,0.0,1.0,0,1,1,1,0,0
27563,0,2343,61.0,1,1,100.0,0.0,0,1,1,1,0,0
24202,0,2343,90.5,1,0,0.0,2.0,0,1,3,0,0,1
25857,0,2343,49.2,1,1,100.0,0.0,0,1,3,0,0,1
25725,1,2343,102.8,1,0,0.0,6.0,0,1,1,1,0,0
28171,0,2343,29.6,1,0,0.0,2.0,0,1,1,1,0,0
28001,0,2343,74.6,1,0,0.0,1.0,0,1,1,1,0,0
22609,1,2343,104.7,1,0,0.0,11.0,0,1,1,1,0,0
23725,0,2343,107.65,1,1,100.0,0.0,0,1,3,0,0,1
23061,0,2343,20.5,1,0,0.0,0.0,0,1,1,1,0,0
22586,0,2343,106.05,1,0,0.0,0.0,0,1,3,0,0,1
27095,0,2343,61.75,1,0,0.0,3.0,0,1,1,1,0,0
21501,0,2343,20.6,1,0,0.0,1.0,0,1,2,0,1,0
27242,0,2343,83.85,1,0,0.0,6.0,0,1,1,1,0,0
25181,0,2343,98.9,1,0,0.0,3.0,0,1,1,1,0,0
24641,0,2343,75.25,1,0,0.0,2.0,0,1,1,1,0,0
22486,0,2343,19.5,1,0,0.0,2.0,0,1,1,1,0,0
24068,0,2343,92.85,1,0,0.0,2.0,0,1,2,0,1,0
23586,1,2343,89.35,1,0,0.0,11.0,0,1,1,1,0,0
22630,0,2343,94.25,1,0,0.0,2.0,0,1,1,1,0,0
26675,1,2343,106.75,1,0,0.0,0.0,0,1,1,1,0,0
27931,1,2343,105.95,1,1,100.0,8.0,0,1,2,0,1,0
23579,1,2343,104.85,1,1,100.0,0.0,0,1,1,1,0,0
27175,0,2343,76.6,1,0,0.0,1.0,0,1,1,1,0,0
21265,1,2343,44.35,1,0,0.0,1.0,0,1,1,1,0,0
27119,0,2343,21.05,1,0,0.0,0.0,0,1,3,0,0,1
27681,1,2343,106.1,1,0,0.0,8.0,0,1,1,1,0,0
24964,0,2343,74.75,1,0,0.0,2.0,0,1,1,1,0,0
24871,0,2343,71.65,1,0,0.0,1.0,0,1,1,1,0,0
26059,1,2343,46.0,1,0,0.0,1.0,1,1,1,1,0,0
23606,0,2343,99.5,1,0,0.0,0.0,0,1,3,0,0,1
22180,1,2343,19.65,1,0,0.0,10.0,0,1,1,1,0,0
21992,0,2343,93.4,1,0,0.0,0.0,1,1,3,0,0,1
25721,0,2343,101.3,1,0,0.0,3.0,0,1,3,0,0,1
25510,0,2343,89.95,1,0,0.0,5.0,0,1,3,0,0,1
28119,0,2343,69.5,1,0,0.0,3.0,0,1,1,1,0,0
23470,1,2343,94.25,1,0,0.0,11.0,0,1,1,1,0,0
21634,0,2343,84.05,1,0,0.0,3.0,0,1,1,1,0,0
24841,0,2343,20.45,1,0,0.0,3.0,0,1,2,0,1,0
27732,0,2343,109.7,1,0,0.0,0.0,0,1,3,0,0,1
27021,0,2343,85.35,1,0,0.0,2.0,0,1,3,0,0,1
22663,0,2343,19.6,1,0,0.0,0.0,0,1,1,1,0,0
26097,0,2343,50.1,1,0,0.0,1.0,0,1,1,1,0,0
26365,0,2343,105.75,1,0,0.0,0.0,0,1,2,0,1,0
22267,0,2343,20.0,1,0,0.0,2.0,0,1,3,0,0,1
23860,1,2343,85.7,1,1,100.0,14.0,0,1,1,1,0,0
23672,0,2343,53.8,1,0,0.0,0.0,0,1,3,0,0,1
27019,1,2343,95.6,1,0,0.0,9.0,0,1,1,1,0,0
22053,0,2343,75.4,1,0,0.0,4.0,1,1,1,1,0,0
24432,1,2343,69.6,1,0,0.0,0.0,0,1,1,1,0,0
27700,0,2343,19.5,1,0,0.0,0.0,0,1,3,0,0,1
22254,0,2343,61.6,1,0,0.0,3.0,0,1,2,0,1,0
24066,0,2343,86.1,1,0,0.0,4.0,0,1,3,0,0,1
28074,1,2343,30.5,1,1,100.0,9.0,0,1,1,1,0,0
23184,1,2343,83.35,1,1,100.0,0.0,0,1,1,1,0,0
26028,0,2343,30.2,1,0,0.0,0.0,0,1,1,1,0,0
25924,0,2343,99.25,1,0,0.0,1.0,0,1,2,0,1,0
25382,0,2343,52.5,1,0,0.0,0.0,1,1,3,0,0,1
27188,0,2343,61.55,1,0,0.0,0.0,0,1,1,1,0,0
24600,0,2343,91.5,1,0,0.0,0.0,0,1,1,1,0,0
25085,0,2343,94.8,1,0,0.0,4.0,0,1,1,1,0,0
24426,0,2343,80.2,1,0,0.0,3.0,0,1,3,0,0,1
27413,0,2343,19.55,1,0,0.0,0.0,0,1,3,0,0,1
25703,0,2343,106.15,1,0,0.0,1.0,0,1,1,1,0,0
27327,0,2343,110.05,1,0,0.0,2.0,0,1,3,0,0,1
25102,1,2343,24.75,1,0,0.0,12.0,0,1,3,0,0,1
22598,0,2343,73.75,1,0,0.0,3.0,0,1,2,0,1,0
26151,0,2343,19.85,1,0,0.0,1.0,0,1,3,0,0,1
27403,0,2343,61.0,1,0,0.0,0.0,0,1,2,0,1,0
24613,0,2343,45.0,1,0,0.0,0.0,0,1,1,1,0,0
24358,0,2343,56.3,1,0,0.0,0.0,0,1,1,1,0,0
26293,0,2343,19.45,1,1,100.0,0.0,0,1,1,1,0,0
25608,0,2343,48.95,1,0,0.0,3.0,0,1,2,0,1,0
27542,0,2343,70.1,1,0,0.0,0.0,0,1,1,1,0,0
23327,0,2343,20.2,1,0,0.0,0.0,0,1,1,1,0,0
27105,0,2343,20.05,1,0,0.0,3.0,0,1,1,1,0,0
25258,0,2343,24.8,1,0,0.0,3.0,0,1,3,0,0,1
24105,1,2343,94.5,1,1,100.0,6.0,0,1,1,1,0,0
23291,0,2343,83.7,1,0,0.0,0.0,0,1,3,0,0,1
22056,0,2343,76.3,1,0,0.0,5.0,0,1,1,1,0,0
24902,1,2343,79.05,1,0,0.0,0.0,0,1,1,1,0,0
23746,0,2343,91.35,1,0,0.0,3.0,0,1,3,0,0,1
24565,0,2343,54.6,1,0,0.0,0.0,0,1,2,0,1,0
24412,0,2343,94.8,1,0,0.0,2.0,0,1,3,0,0,1
24170,0,2343,64.45,1,0,0.0,1.0,0,1,3,0,0,1
27477,1,2343,49.25,1,1,100.0,0.0,0,1,1,1,0,0
23609,0,2343,44.55,1,0,0.0,0.0,0,1,1,1,0,0
26207,1,2343,93.8,1,0,0.0,1.0,0,1,2,0,1,0
27210,0,2343,54.1,1,0,0.0,3.0,0,1,1,1,0,0
26296,1,2343,69.65,1,0,0.0,7.0,0,1,1,1,0,0
26030,1,2343,84.05,1,1,100.0,14.0,0,1,1,1,0,0
27559,1,2343,69.25,1,0,0.0,6.0,0,1,1,1,0,0
25917,0,2343,103.65,1,0,0.0,1.0,1,1,3,0,0,1
25097,0,2343,107.7,1,0,0.0,0.0,0,1,3,0,0,1
23931,0,2343,20.35,1,0,0.0,0.0,0,1,1,1,0,0
24276,1,2343,76.65,1,1,100.0,12.0,0,1,1,1,0,0
23094,0,2343,70.7,1,0,0.0,0.0,0,1,1,1,0,0
24389,0,2343,24.4,1,0,0.0,1.0,0,1,1,1,0,0
23639,0,2343,110.5,1,0,0.0,1.0,0,1,3,0,0,1
24599,0,2343,19.7,1,0,0.0,0.0,0,1,1,1,0,0
22128,1,2343,94.3,1,0,0.0,11.0,0,1,1,1,0,0
21853,1,2343,85.95,1,0,0.0,4.0,0,1,1,1,0,0
27880,0,2343,79.4,1,0,0.0,0.0,0,1,2,0,1,0
23995,0,2343,63.75,1,1,100.0,3.0,0,1,1,1,0,0
26526,1,2343,81.0,1,1,100.0,15.0,0,1,1,1,0,0
24568,0,2343,56.3,1,0,0.0,0.0,0,1,2,0,1,0
26304,0,2343,44.8,1,0,0.0,0.0,0,1,1,1,0,0
25689,1,2343,85.25,1,0,0.0,17.0,0,1,1,1,0,0
21944,0,2343,30.4,1,0,0.0,1.0,0,1,2,0,1,0
21871,0,2343,65.0,1,1,100.0,0.0,0,1,3,0,0,1
22846,0,2343,19.4,1,0,0.0,1.0,0,1,3,0,0,1
28168,0,2343,21.15,1,0,0.0,4.0,0,1,3,0,0,1
24206,0,2343,105.7,1,0,0.0,2.0,0,1,2,0,1,0
22923,0,2343,69.4,1,0,0.0,0.0,1,1,1,1,0,0
26884,0,2343,19.9,1,0,0.0,0.0,0,1,1,1,0,0
21537,0,2343,95.4,1,0,0.0,1.0,0,1,2,0,1,0
21502,1,2343,85.65,1,0,0.0,8.0,0,1,1,1,0,0
27145,0,2343,94.1,1,0,0.0,0.0,1,1,2,0,1,0
22421,0,2343,84.45,1,0,0.0,1.0,0,1,3,0,0,1
27198,0,2343,35.3,1,0,0.0,1.0,0,1,2,0,1,0
23775,1,2343,33.5,1,1,100.0,8.0,0,1,1,1,0,0
27099,1,2343,74.05,1,0,0.0,14.0,0,1,2,0,1,0
28096,0,2343,94.2,1,0,0.0,2.0,0,1,1,1,0,0
22770,1,2343,45.05,1,1,100.0,5.0,0,1,1,1,0,0
26486,0,2343,95.4,1,0,0.0,2.0,0,1,1,1,0,0
23304,0,2343,86.05,1,0,0.0,2.0,0,1,1,1,0,0
23847,0,2343,44.9,1,0,0.0,1.0,0,1,1,1,0,0
25877,1,2343,76.5,1,0,0.0,6.0,0,1,1,1,0,0
22338,0,2343,69.4,1,0,0.0,1.0,0,1,1,1,0,0
21709,0,2343,94.55,1,0,0.0,1.0,0,1,1,1,0,0
26410,0,2343,25.15,1,0,0.0,0.0,0,1,3,0,0,1
22408,0,2343,20.1,1,0,0.0,1.0,0,1,3,0,0,1
27780,0,2343,19.85,1,0,0.0,1.0,0,1,1,1,0,0
23146,0,2343,49.9,1,0,0.0,0.0,0,1,1,1,0,0
21818,1,2343,49.25,1,0,0.0,6.0,0,1,1,1,0,0
26178,0,2343,73.15,1,0,0.0,0.0,0,1,1,1,0,0
22933,0,2343,38.55,1,0,0.0,0.0,0,1,3,0,0,1
22283,0,2343,54.85,1,0,0.0,2.0,0,1,1,1,0,0
24371,1,2343,106.55,1,0,0.0,0.0,0,1,2,0,1,0
22593,0,2343,20.0,1,0,0.0,4.0,0,1,2,0,1,0
25138,0,2343,25.7,1,1,100.0,1.0,0,1,3,0,0,1
23703,0,2343,25.0,1,0,0.0,2.0,0,1,3,0,0,1
21609,1,2343,96.1,1,0,0.0,8.0,0,1,1,1,0,0
24773,0,2343,104.1,1,0,0.0,0.0,0,1,1,1,0,0
26677,0,2343,42.4,1,0,0.0,1.0,0,1,1,1,0,0
27030,0,2343,75.7,1,1,100.0,0.0,0,1,1,1,0,0
26156,0,2343,69.8,1,0,0.0,0.0,0,1,1,1,0,0
24870,0,2343,24.6,1,0,0.0,2.0,0,1,2,0,1,0
26743,0,2343,62.55,1,0,0.0,0.0,0,1,2,0,1,0
23207,0,2343,59.1,1,0,0.0,2.0,0,1,2,0,1,0
24441,1,2343,78.45,1,0,0.0,3.0,0,1,1,1,0,0
21602,1,2343,55.0,1,0,0.0,22.0,0,1,1,1,0,0
26902,0,2343,20.4,1,1,100.0,0.0,0,1,1,1,0,0
26073,1,2343,50.9,1,0,0.0,11.0,0,1,1,1,0,0
25916,1,2343,80.65,1,1,100.0,13.0,0,1,1,1,0,0
23772,0,2343,59.9,1,0,0.0,1.0,0,1,1,1,0,0
27504,0,2343,92.95,1,0,0.0,1.0,0,1,1,1,0,0
24171,1,2343,108.6,1,0,0.0,3.0,0,1,3,0,0,1
24126,0,2343,25.25,1,0,0.0,0.0,0,1,1,1,0,0
23894,0,2343,81.05,1,0,0.0,2.0,0,1,1,1,0,0
26458,0,2343,19.7,1,0,0.0,0.0,0,1,3,0,0,1
21996,1,2343,80.6,1,0,0.0,6.0,0,1,1,1,0,0
21241,1,2343,96.75,1,0,0.0,1.0,0,1,1,1,0,0
23777,0,2343,81.8,1,0,0.0,3.0,0,1,3,0,0,1
23037,0,2343,36.0,1,0,0.0,2.0,0,1,2,0,1,0
26070,0,2343,18.9,1,0,0.0,4.0,0,1,1,1,0,0
21405,1,2343,70.6,1,0,0.0,6.0,0,1,1,1,0,0
28029,0,2343,100.05,1,0,0.0,1.0,0,1,2,0,1,0
22211,0,2343,20.05,1,0,0.0,0.0,0,1,3,0,0,1
24525,0,2343,61.55,1,0,0.0,0.0,0,1,2,0,1,0
24353,0,2343,44.9,1,0,0.0,0.0,1,1,1,1,0,0
21693,0,2343,69.7,1,0,0.0,0.0,0,1,1,1,0,0
24963,0,2343,78.65,1,0,0.0,0.0,0,1,2,0,1,0
27867,0,2343,20.8,1,0,0.0,2.0,0,1,3,0,0,1
21331,0,2343,101.9,1,0,0.0,1.0,0,1,2,0,1,0
22366,0,2343,98.3,1,0,0.0,1.0,0,1,2,0,1,0
24326,0,2343,80.55,1,0,0.0,2.0,0,1,1,1,0,0
22814,0,2343,19.6,1,0,0.0,3.0,0,1,3,0,0,1
26674,0,2343,78.85,1,0,0.0,0.0,0,1,1,1,0,0
22006,0,2343,34.8,1,0,0.0,3.0,0,1,1,1,0,0
27815,0,2343,36.05,1,0,0.0,0.0,0,1,2,0,1,0
21305,0,2343,20.55,1,0,0.0,2.0,0,1,2,0,1,0
27707,0,2343,20.3,1,0,0.0,2.0,1,1,1,1,0,0
26950,0,2343,115.15,1,0,0.0,3.0,0,1,3,0,0,1
23989,0,2343,20.55,1,0,0.0,1.0,0,1,1,1,0,0
28138,0,2343,63.1,1,0,0.0,0.0,0,1,3,0,0,1
24628,0,2343,69.3,1,0,0.0,0.0,0,1,1,1,0,0
25176,1,2343,71.0,1,0,0.0,5.0,0,1,1,1,0,0
22229,0,2343,89.55,1,0,0.0,3.0,0,1,2,0,1,0
22662,0,2343,25.75,1,0,0.0,3.0,0,1,1,1,0,0
26920,0,2343,19.8,1,0,0.0,2.0,0,1,3,0,0,1
24214,0,2343,23.95,1,0,0.0,0.0,0,1,2,0,1,0
23251,0,2343,21.0,1,0,0.0,1.0,0,1,3,0,0,1
26712,1,2343,113.15,1,0,0.0,2.0,1,1,3,0,0,1
23290,0,2343,25.05,1,0,0.0,2.0,0,1,3,0,0,1
23993,1,2343,69.35,1,0,0.0,0.0,0,1,1,1,0,0
24676,0,2343,95.7,1,0,0.0,3.0,0,1,1,1,0,0
25992,0,2343,58.95,1,0,0.0,2.0,0,1,2,0,1,0
23648,1,2343,69.5,1,0,0.0,12.0,0,1,1,1,0,0
27215,0,2343,95.0,1,0,0.0,3.0,0,1,1,1,0,0
22266,0,2343,114.65,1,0,0.0,0.0,1,1,3,0,0,1
27790,0,2343,92.3,1,0,0.0,4.0,0,1,3,0,0,1
28000,1,2343,54.15,1,0,0.0,4.0,0,1,2,0,1,0
26908,0,2343,68.15,1,0,0.0,0.0,0,1,3,0,0,1
21604,0,2343,53.6,1,0,0.0,4.0,0,1,1,1,0,0
25542,0,2343,49.9,1,0,0.0,3.0,0,1,1,1,0,0
27001,1,2343,25.9,1,1,100.0,10.0,0,1,1,1,0,0
25694,1,2343,80.05,1,0,0.0,16.0,0,1,1,1,0,0
21823,0,2343,20.55,1,0,0.0,4.0,0,1,2,0,1,0
24216,1,2343,105.35,1,0,0.0,11.0,0,1,1,1,0,0
23225,0,2343,19.65,1,0,0.0,3.0,0,1,1,1,0,0
27901,0,2343,78.9,1,0,0.0,0.0,0,1,1,1,0,0
21939,1,2343,101.3,1,0,0.0,2.0,0,1,1,1,0,0
21777,1,2343,45.7,1,0,0.0,17.0,0,1,1,1,0,0
26997,0,2343,19.65,1,0,0.0,0.0,0,1,1,1,0,0
28004,0,2343,89.05,1,0,0.0,0.0,0,1,3,0,0,1
23665,0,2343,107.2,1,0,0.0,2.0,0,1,2,0,1,0
27193,0,2343,73.8,1,0,0.0,0.0,0,1,1,1,0,0
27746,0,2343,50.1,1,0,0.0,0.0,0,1,1,1,0,0
23458,0,2343,85.7,1,0,0.0,0.0,0,1,1,1,0,0
25577,1,2343,79.9,1,0,0.0,0.0,0,1,1,1,0,0
27834,1,2343,45.25,1,0,0.0,10.0,0,1,1,1,0,0
26881,1,2343,70.15,1,0,0.0,7.0,0,1,1,1,0,0
21326,0,2343,96.55,1,0,0.0,0.0,0,1,1,1,0,0
22772,0,2343,87.1,1,0,0.0,0.0,0,1,3,0,0,1
23460,0,2343,94.7,1,0,0.0,2.0,0,1,2,0,1,0
23250,0,2343,20.2,1,0,0.0,0.0,0,1,2,0,1,0
24709,0,2343,65.1,1,0,0.0,1.0,0,1,1,1,0,0
25773,1,2343,74.8,1,0,0.0,13.0,0,1,3,0,0,1
21364,0,2343,20.25,1,0,0.0,0.0,0,1,3,0,0,1
22431,0,2343,110.6,1,0,0.0,0.0,0,1,3,0,0,1
26424,0,2343,80.1,1,0,0.0,0.0,0,1,2,0,1,0
25922,0,2343,20.0,1,0,0.0,2.0,0,1,1,1,0,0
22386,1,2343,30.9,1,1,100.0,8.0,0,1,1,1,0,0
25853,0,2343,70.15,1,0,0.0,0.0,0,1,2,0,1,0
22698,0,2343,67.8,1,0,0.0,1.0,0,1,1,1,0,0
23165,0,2343,60.3,1,0,0.0,0.0,0,1,2,0,1,0
21886,1,2343,98.55,1,1,100.0,0.0,0,1,1,1,0,0
23868,0,2343,104.65,1,0,0.0,1.0,0,1,2,0,1,0
24785,0,2343,89.9,1,0,0.0,0.0,0,1,1,1,0,0
24909,0,2343,50.4,1,0,0.0,0.0,0,1,1,1,0,0
22217,1,2343,89.7,1,1,100.0,9.0,0,1,1,1,0,0
24243,0,2343,100.55,1,0,0.0,0.0,0,1,3,0,0,1
21518,0,2343,54.75,1,0,0.0,3.0,0,1,2,0,1,0
23125,0,2343,19.6,1,0,0.0,1.0,0,1,2,0,1,0
21787,0,2343,88.85,1,0,0.0,3.0,0,1,3,0,0,1
23015,0,2343,55.45,1,0,0.0,0.0,0,1,2,0,1,0
23482,0,2343,67.4,1,0,0.0,4.0,0,1,3,0,0,1
23360,0,2343,70.5,1,0,0.0,5.0,0,1,1,1,0,0
24065,0,2343,19.4,1,0,0.0,1.0,0,1,1,1,0,0
21661,0,2343,21.1,1,0,0.0,1.0,0,1,3,0,0,1
23727,0,2343,58.85,1,1,100.0,0.0,0,1,2,0,1,0
